Phone Number,Age,Income,Location,Policy Preference,Steps,Heart Rate,Sleep Hours,Activity Level,CIBIL Score,Savings,Browsing History,Policy Purchased,Life Stage,Financial Goal,Risk Appetite,Policy Tenure,Premium Amount
917315888580,38,1807224,South Dumdum,Term Insurance,6422,99,9.4,Low,742,346558.89458288555,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,16,18280
917218458235,45,366851,Mumbai,Term Insurance,5798,90,4.8,Low,474,65738.00818926803,Health Blogs,None,Middle-Aged,Wealth Creation,Low,0,0
916414726103,26,1817682,Satna,ULIP,12297,108,7.0,Low,886,439582.6179319028,Retirement Planning,ULIP,Young Professional,Wealth Creation,High,3,23701
7334146617,35,576723,Sambalpur,Term Insurance,14278,94,5.1,Medium,550,91000.68718672809,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Low,22,38379
916487498274,35,1063220,Durg,Term Insurance,6881,73,5.2,Medium,518,265620.179564378,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,8,49738
174985185,61,746161,Vadodara,Term Insurance,6569,81,6.9,Low,375,172646.42554839238,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,10,38250
912296341635,29,1448557,Barasat,ULIP,5467,66,6.7,High,562,159534.2249062145,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,12,12412
6714398922,39,922249,Tirunelveli,Term Insurance,10820,64,10.2,High,564,212876.7453219571,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,6,34084
1226243910,24,538014,Gangtok,ULIP,3750,81,10.3,Medium,619,135934.62664255616,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,11,34281
6175785387,21,1035375,Delhi,ULIP,4474,59,4.9,High,512,307667.7124604924,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
5325571562,56,430465,Chittoor,Term Insurance,7502,89,8.2,Medium,723,84544.42706424138,Health Blogs,Term Insurance,Retiree,Wealth Creation,Low,22,23824
910110405255,53,395091,Dibrugarh,Term Insurance,10523,56,8.2,High,781,95586.10874694276,Retirement Planning,ULIP,Retiree,Wealth Creation,Low,5,21238
4783416046,60,658134,Moradabad,Term Insurance,4770,109,9.3,Low,675,98552.07506634088,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Low,15,42792
4027768778,61,939652,Bangalore,Term Insurance,13727,73,5.2,High,662,272165.4368115685,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,26,36669
911521705210,64,1095017,Dhanbad,Term Insurance,11837,86,9.3,High,651,296042.436912426,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,9,29783
8437468905,52,1023444,Tiruppur,Term Insurance,4557,71,6.3,High,450,191213.28758142912,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,8,13571
6171403021,64,1224194,Lucknow,Term Insurance,4797,69,5.2,Medium,311,132694.56308866787,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,28,40922
1767694863,45,1077550,Proddatur,Term Insurance,14226,84,6.8,High,848,303528.955008579,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,High,13,13173
9503565038,66,751200,Ballia,Term Insurance,8932,68,8.0,Medium,727,134484.15053703162,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,21,31271
919819903096,61,1426529,Sambalpur,Term Insurance,11504,79,5.9,Medium,679,289390.0410657803,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,23,42636
2180441018,26,1745328,Jalna,ULIP,10661,83,4.1,Low,350,423697.4339435605,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,20,18889
3826598249,68,626573,Giridih,Term Insurance,6730,85,5.5,High,860,169698.95138930494,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,16,24467
913281475387,49,1935731,Warangal,Term Insurance,8795,74,6.1,Low,677,430133.9751936168,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,12,27809
2546691689,46,611837,Nellore,Term Insurance,2372,70,7.2,Medium,451,76479.71878766535,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Low,9,46056
916699256542,46,1063028,Maheshtala,Term Insurance,5152,72,6.0,High,349,239185.570091332,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,9,42819
2628799815,64,1407958,Muzaffarnagar,Term Insurance,8720,70,7.5,High,533,247627.4533318765,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,18,12416
5620484363,23,1202254,Ujjain,ULIP,8123,86,5.2,Medium,767,304755.8966727211,Fitness Tips,None,Young Professional,Wealth Creation,High,0,0
919968075459,44,1173496,Medininagar,Term Insurance,4619,73,6.3,Low,896,277054.0869125713,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,18,34627
910648264825,23,429145,Tenali,ULIP,10986,50,8.5,High,538,89181.37730099766,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Low,8,19337
3293862992,18,1864334,Ahmedabad,ULIP,2285,104,7.6,Low,560,272066.1983759247,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,24,28812
918679306031,50,1603756,Jamalpur,Term Insurance,13241,84,4.5,Low,812,263495.074582785,Retirement Planning,ULIP,Retiree,Wealth Creation,High,26,43212
919144249191,46,452525,Erode,Term Insurance,3164,79,7.7,Low,380,71751.2376012344,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Low,7,21159
2550988920,59,1706886,Bettiah,Term Insurance,2891,62,5.3,High,505,432527.3008655679,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
9175147583,46,1669482,Ozhukarai,Term Insurance,9605,77,7.8,Medium,813,483054.3232088144,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,High,1,24874
917907728090,66,1778542,Visakhapatnam,Term Insurance,9556,98,8.9,Low,389,262347.51528920856,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,20,26765
910898438130,32,944295,Rohtak,Term Insurance,6464,92,4.7,Medium,433,281251.1066771891,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,21,6030
910294737998,41,966013,Barasat,Term Insurance,12211,105,9.3,Low,410,246320.10077825343,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,24,38999
4010901245,26,582782,Proddatur,ULIP,10927,74,4.9,Low,382,163869.21729584032,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,9,13877
919153086690,36,1780808,Ongole,Term Insurance,4684,99,6.6,Medium,887,340954.2251475036,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,High,2,15000
2417639322,67,1717341,Chittoor,Term Insurance,8279,96,9.4,Low,411,350919.8602779384,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,22,15986
5100589714,24,1243019,Guntur,ULIP,4642,58,6.2,High,596,322726.8996351045,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,2,48069
8429798931,50,1444568,Jhansi,Term Insurance,6787,58,6.5,High,492,254520.4304025339,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
4913170902,38,1514085,Bhalswa Jahangir Pur,Term Insurance,9976,61,4.9,High,476,267098.6284632799,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,20,31727
912122485333,23,1302587,Loni,ULIP,13169,99,6.5,Medium,404,241363.45007082485,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,12,45806
919406567052,28,955691,Giridih,ULIP,12002,88,4.6,High,675,245639.8905256577,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
4174670086,60,1973372,Ratlam,Term Insurance,14869,103,6.0,Low,438,214461.20293556587,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,10,11207
2963142584,32,1194520,Ichalkaranji,Term Insurance,12906,70,5.8,Medium,859,220829.33363997107,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,High,4,14917
5138910030,24,383831,Tadipatri,ULIP,6362,82,8.3,Low,670,77541.74662317475,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Low,3,47812
4624418349,46,421551,Katni,Term Insurance,14805,98,7.6,Low,623,46084.39865416376,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,8,41694
2994982026,52,1092092,Sambalpur,Term Insurance,8965,73,9.7,Medium,664,195966.37229097827,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,9,5579
2480180014,38,1815360,Saharsa,Term Insurance,4941,68,5.6,Medium,857,206281.1925755502,Health Blogs,ULIP,Middle-Aged,Wealth Creation,High,3,40005
1671011125,60,532523,Barasat,Term Insurance,12732,100,7.1,Low,889,80463.98495922054,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
8388634970,19,879615,Aligarh,ULIP,11143,95,8.0,Low,600,193180.42699921504,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
917228343843,32,1444300,Bhalswa Jahangir Pur,Term Insurance,9292,84,8.5,High,779,257603.7839098167,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,25,48345
813762953,62,317539,Ramagundam,Term Insurance,3302,60,4.4,Medium,746,48540.63701467804,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
3929380071,37,1562218,Giridih,Term Insurance,5184,90,6.2,Medium,307,427364.5614673983,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,7,40057
7545473627,64,408087,Pudukkottai,Term Insurance,12851,56,9.6,High,592,116410.06464710512,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
92374487,22,1042474,Yamunanagar,ULIP,11388,61,8.3,Medium,536,171928.66632075314,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,27,45104
914228695978,21,1011511,Junagadh,ULIP,7185,51,9.5,High,523,240539.19002035656,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,2,7241
919620202395,53,1767050,Morena,Term Insurance,11286,91,10.0,Low,407,380461.1123650648,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,6,21429
910166580691,21,1095871,Gandhidham,ULIP,7271,67,6.0,High,506,165492.13575155876,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
918960230789,41,1819037,Ichalkaranji,Term Insurance,7672,90,10.4,Medium,736,354689.3821528631,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,21,34603
1086743243,55,517097,Howrah,Term Insurance,7666,65,6.8,Medium,626,54612.31636320757,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Low,3,15241
915602379747,68,1068340,Avadi,Term Insurance,2515,88,8.0,High,309,174753.83524146298,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,17,28546
916648855179,38,1156901,Satara,Term Insurance,7600,102,10.1,Low,780,206620.10796389385,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,High,14,15754
7377856851,45,1446395,Siliguri,Term Insurance,4180,73,7.1,Medium,309,185823.9294870897,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,26,7737
4484622736,36,1700883,Bhopal,Term Insurance,6061,64,4.7,High,370,281051.2894785349,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,25,24175
4720459207,61,600412,Ghaziabad,Term Insurance,11990,92,8.2,Medium,698,134505.32187659977,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,29,35626
3376762282,65,506784,Asansol,Term Insurance,12756,86,3.7,High,680,147843.48923092237,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
965442818,63,1976825,Gorakhpur,Term Insurance,11293,77,4.9,Medium,559,404729.00768806617,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,15,49211
3380384978,45,1892765,Amritsar,Term Insurance,14024,98,6.5,Low,812,540597.2373028905,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,High,13,49252
3474741536,26,1884757,Rajkot,ULIP,13951,71,7.4,Medium,533,420889.3360619416,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,28,30058
5025306109,32,1828617,Gulbarga,Term Insurance,14452,79,5.3,Low,866,493606.5392301344,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,17,24544
5585124739,41,1516654,Ghaziabad,Term Insurance,7987,68,8.1,High,689,413805.3067187003,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,13,38915
1786322031,32,1506976,Bokaro,Term Insurance,7674,66,8.5,High,830,355435.5803636273,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,High,20,26239
4612464232,23,613218,Haridwar,ULIP,6518,78,8.1,High,443,110168.18789011556,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,10,21087
9926705829,29,780516,Dehradun,ULIP,2802,75,6.1,High,337,94220.81646020188,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Low,6,32637
1108784432,60,509645,Bardhaman,Term Insurance,4857,101,7.9,Low,570,139882.35454618622,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
7182166406,27,1685003,Maheshtala,ULIP,8024,71,6.2,High,542,483522.63119191845,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
858046167,21,669745,Gaya,ULIP,6600,85,7.5,Medium,503,73204.83246084485,Health Blogs,None,Young Professional,Wealth Creation,Low,0,0
915050768203,58,1146584,Pudukkottai,Term Insurance,7580,65,4.0,Medium,547,259097.2094101558,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
3397852049,39,1266922,Deoghar,Term Insurance,11822,81,7.6,Low,721,136738.03859308836,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
4242916255,27,1448045,Farrukhabad,ULIP,2931,85,3.2,Low,765,187361.69184605053,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,5,7377
92447227,58,1934726,Vijayanagaram,Term Insurance,4282,75,8.1,High,343,534323.4469316922,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
588386040,28,1392967,Serampore,ULIP,13803,93,6.5,Medium,455,228995.04715437573,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,19,9858
6012866065,30,1493385,Morbi,Term Insurance,12371,75,5.0,Low,347,406991.5762553415,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,3,6338
8519430456,64,1255330,Dharmavaram,Term Insurance,2758,74,7.6,Medium,377,192212.35163014932,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,5,22010
1170128667,27,1857785,Howrah,ULIP,6811,80,4.1,Low,781,327382.1140885898,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,High,6,19482
2637328466,62,1411270,Bellary,Term Insurance,10733,80,8.2,Medium,723,224207.94690353185,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,13,27359
748169022,32,1962186,Arrah,Term Insurance,14951,108,10.2,Low,830,329449.26463297254,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
3267881876,34,614474,Kirari Suleman Nagar,Term Insurance,5636,97,4.3,Low,433,126105.0079043919,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,10,34856
7942860210,24,419875,Phagwara,ULIP,11602,64,7.1,High,503,92066.29201889136,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Low,24,28446
3205953345,28,769645,Howrah,ULIP,10010,104,7.1,Low,724,169704.6049718663,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,7,44132
6274285304,38,1232263,Amroha,Term Insurance,12851,89,8.0,Low,365,141571.82767903298,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
910404076158,57,1378979,Berhampur,Term Insurance,5041,104,8.5,Low,568,315800.17474025214,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
9911879255,33,1362458,Chandigarh,Term Insurance,12189,95,8.6,Medium,374,242034.88069526936,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,22,15333
917815705146,64,1645870,Madhyamgram,Term Insurance,14265,91,5.5,Medium,817,383829.4679149618,Health Blogs,ULIP,Retiree,Wealth Creation,High,8,34510
9811369685,51,1889757,Ghaziabad,Term Insurance,12639,75,10.6,Medium,512,227288.46909309755,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,5,17996
910127714027,48,1705438,Farrukhabad,Term Insurance,5244,102,8.8,Low,605,231615.6607853245,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,17,31876
3987351740,30,1785999,Raichur,Term Insurance,11433,96,7.0,Medium,700,300875.0624367229,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,16,49977
1229129203,46,1704763,Bhubaneswar,Term Insurance,5365,76,7.7,High,474,297108.8493971151,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,2,15748
913444348383,59,1411396,Moradabad,Term Insurance,6371,99,7.0,Low,397,305772.95639372745,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
5725893545,42,1490379,Navi Mumbai,Term Insurance,6275,65,5.8,Medium,697,343136.48047255824,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,15,21635
918917591218,63,483544,Dhanbad,Term Insurance,4446,65,8.0,High,579,59665.874021965305,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Low,21,36958
914159180855,29,374495,Mau,ULIP,3075,103,5.5,Low,653,108741.09309168246,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,14,16033
7764214671,41,577759,Kumbakonam,Term Insurance,11518,93,7.0,Medium,748,169928.8011331449,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,9,7224
912966829851,46,1113873,Bhalswa Jahangir Pur,Term Insurance,2020,89,8.0,High,335,244506.34546569255,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,20,49737
6483415081,32,1191767,Tiruvottiyur,Term Insurance,8642,100,5.7,Low,394,297090.09883185965,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,16,24662
912972856280,53,1185277,Surat,Term Insurance,10634,84,6.9,Low,862,205988.8392954269,Health Blogs,Term Insurance,Retiree,Wealth Creation,High,7,8701
4765488133,60,1432418,Aurangabad,Term Insurance,8589,60,8.0,Medium,381,266361.5992415625,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,3,49495
6300129791,59,1372521,Tirunelveli,Term Insurance,13324,51,6.3,High,705,281399.86489371874,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,17,34944
7728207509,39,325839,Mahbubnagar,Term Insurance,11448,55,9.7,High,790,82413.91161153476,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
912344428228,38,1357869,Jehanabad,Term Insurance,3820,65,7.0,Medium,655,224753.9309901755,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,4,21840
6817300553,55,867049,Madhyamgram,Term Insurance,10609,58,7.8,High,718,161549.39911962763,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,21,11089
917026378974,57,849426,Suryapet,Term Insurance,7507,84,5.1,Low,720,200353.40565125976,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
7505429637,48,1850214,Patiala,Term Insurance,8595,79,6.7,High,519,445295.1843265588,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,7,15581
3562910027,34,1313638,Tiruvottiyur,Term Insurance,3767,77,7.2,Low,538,152842.5079138219,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
8239740914,20,842237,Tumkur,ULIP,9743,61,5.9,High,622,174535.50726313042,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,7,49690
9683648764,18,534738,Kavali,ULIP,6542,93,7.3,Low,678,109682.92485567264,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,15,22706
917715260060,20,1717857,Dhanbad,ULIP,4354,72,7.1,Medium,633,270915.36755400815,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
136435556,24,1716742,Kumbakonam,ULIP,12687,89,7.4,Low,513,349466.9046581564,Fitness Tips,ULIP,Young Professional,Wealth Creation,Medium,29,37859
5784379453,22,960124,Deoghar,ULIP,3147,69,5.8,Medium,391,159451.0332757077,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,29,28677
915741830535,40,1856338,Bhiwani,Term Insurance,5119,108,4.6,Low,382,383840.80022212473,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
5126492126,57,894803,Jodhpur,Term Insurance,6555,70,7.4,Medium,504,105146.24099634336,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,28,26718
917552398526,66,1818043,New Delhi,Term Insurance,14281,76,8.4,High,676,321979.3914086613,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,4,11266
3544939991,67,467445,Mahbubnagar,Term Insurance,12000,67,5.6,High,363,101843.38453424344,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,17,48278
916929222560,50,1873158,Berhampore,Term Insurance,6302,70,9.7,High,521,351707.5154536492,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,2,23389
6922613086,53,1768226,Dibrugarh,Term Insurance,8272,65,6.0,High,886,426545.52068329806,Health Blogs,None,Retiree,Wealth Creation,High,0,0
412872059,63,645825,Buxar,Term Insurance,7679,51,7.1,High,868,144567.83950021805,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,18,15474
762223109,53,838519,Buxar,Term Insurance,8236,55,7.3,High,833,104358.41323031088,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,8,27601
913548349088,30,1065236,Ambattur,Term Insurance,4331,60,8.5,Medium,712,217053.18120505824,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,3,37020
915750298296,31,518301,Nagercoil,Term Insurance,10917,62,5.1,Medium,791,129840.61074756068,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,1,7740
919381859129,54,741535,Hyderabad,Term Insurance,4888,70,8.3,Medium,551,196541.0170008314,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
2048908136,34,1798243,Nangloi Jat,Term Insurance,9341,66,9.0,Medium,832,230826.13646374032,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,High,14,7145
915284566518,30,1014521,Bally,Term Insurance,13434,82,6.8,High,507,279072.0217938402,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,23,11013
2173362098,68,1205211,Raurkela Industrial Township,Term Insurance,11132,56,6.2,High,838,282570.48237764667,Health Blogs,Pension Plan,Retiree,Wealth Creation,High,22,7404
5803739910,68,905078,Jamnagar,Term Insurance,7227,60,6.4,Medium,533,144295.8681531971,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,28,28610
3967928452,67,1692299,Agra,Term Insurance,5150,91,7.3,Medium,846,410652.3645626257,Retirement Planning,Term Insurance,Retiree,Wealth Creation,High,26,37178
7669123769,63,1004587,Nandyal,Term Insurance,9122,83,7.3,High,577,167484.32805401713,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
914861408515,57,1509809,Amroha,Term Insurance,6656,62,9.0,High,389,229546.19467704263,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
8572735823,44,1738725,Jabalpur,Term Insurance,2175,79,6.6,High,771,235647.7705679281,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,High,26,27691
711895022,22,1072355,Madhyamgram,ULIP,14387,84,6.1,Low,467,202599.29572633613,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
915003687483,18,925948,Nadiad,ULIP,7902,69,7.0,Medium,755,111820.79938775615,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,8,20086
917564220299,41,1568543,Bongaigaon,Term Insurance,4671,108,6.7,Low,824,410315.8293255281,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,25,49862
9094346015,35,302264,Aizawl,Term Insurance,10395,83,7.6,Medium,872,36254.66048501945,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Low,16,8235
913585757859,43,1174465,Madanapalle,Term Insurance,13322,80,9.0,Medium,742,205386.4471351836,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
910294899856,37,1268766,Kamarhati,Term Insurance,11771,56,7.8,High,550,209222.40021706783,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,26,30025
8570604043,28,1002427,Patiala,ULIP,6234,89,9.3,High,761,218348.9996472505,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,High,11,35627
915771945263,45,1625965,Dewas,Term Insurance,9943,95,8.3,Medium,384,222906.3466164296,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
6528078815,63,725969,Guna,Term Insurance,13705,77,6.2,High,460,74131.92269644412,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
919774303804,65,449804,Buxar,Term Insurance,5756,85,3.6,Low,541,84821.53315048896,Health Blogs,ULIP,Retiree,Wealth Creation,Low,20,38803
911149038705,62,403424,Madanapalle,Term Insurance,3673,77,7.4,Low,726,72686.16172755805,Fitness Tips,None,Retiree,Wealth Creation,Low,0,0
3645754253,59,591366,Solapur,Term Insurance,8806,72,8.5,Medium,606,131466.319060224,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
918026123572,51,1713041,Dharmavaram,Term Insurance,14551,55,6.5,High,736,305583.95607767056,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,6,11106
912109978219,55,596460,Khandwa,Term Insurance,3773,90,6.2,Low,574,70672.40200079318,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Low,17,46241
918980422124,50,795974,Nanded,Term Insurance,4593,70,8.8,Low,345,144748.9263333804,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
1562910008,39,1577357,Gurgaon,Term Insurance,7217,65,3.6,Medium,583,422877.1283145316,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
913123034976,21,941852,Junagadh,ULIP,5156,58,5.5,High,700,274213.6448392724,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,11,42072
163952138,45,1108676,Ludhiana,Term Insurance,10817,69,6.7,Medium,847,204811.1852569442,Health Blogs,ULIP,Middle-Aged,Wealth Creation,High,19,42984
915812056791,37,1249301,Chennai,Term Insurance,4328,92,3.8,Low,847,294086.1188634474,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
1442261582,38,609113,Bathinda,Term Insurance,2857,91,7.7,Low,856,141748.75378289606,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
4968803611,67,1195051,Haridwar,Term Insurance,5965,97,9.2,Medium,813,268647.18877737265,Retirement Planning,Term Insurance,Retiree,Wealth Creation,High,17,12779
9172945686,28,695420,Bellary,ULIP,14835,85,5.5,Medium,622,144542.57643640082,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
5386502867,64,1482076,Mahbubnagar,Term Insurance,14402,80,7.0,High,825,210014.6147380724,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
916552792312,26,433280,Kirari Suleman Nagar,ULIP,7900,78,6.5,Low,324,90489.41199564622,Retirement Planning,ULIP,Young Professional,Wealth Creation,Low,4,46672
68851343,36,352896,Kurnool,Term Insurance,8351,83,7.7,Medium,555,88718.72068985592,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
956891370,54,1982462,Allahabad,Term Insurance,12144,96,6.7,Low,849,438852.3602290544,Retirement Planning,Pension Plan,Retiree,Wealth Creation,High,21,26064
8222761533,59,491439,Sirsa,Term Insurance,8649,69,5.7,High,432,106208.02486425126,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,14,25067
2464907301,27,1523698,Jamshedpur,ULIP,10877,64,4.4,Medium,704,238970.74379141672,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,21,29556
8237369651,25,1949689,Singrauli,ULIP,8910,78,6.9,Low,325,359968.5865108694,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,12,5717
918152612828,34,1311981,Bidhannagar,Term Insurance,4867,68,4.5,High,875,226361.77729700907,Health Blogs,ULIP,Middle-Aged,Wealth Creation,High,27,32555
